Date,Open,High,Low,Close,Adj_Close,Volume,Sentiment_Score,Headline_Count,GDP,Gold_Price,Unemployment_Rate,Interest_Rate,Inflation_Rate,Target,MA_7,MA_14,MA_30,Daily_Return,Volatility_14,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Close_Lag_1,Volume_Lag_1,Sentiment_Lag_1,Close_Lag_3,Volume_Lag_3,Sentiment_Lag_3,Close_Lag_5,Volume_Lag_5,Sentiment_Lag_5,Close_Lag_7,Volume_Lag_7,Sentiment_Lag_7,Close_Lag_14,Volume_Lag_14,Sentiment_Lag_14
2008-01-31,1351.98,1385.62,1334.08,1378.55,1378.55,4970290000.0,0.2978723404255319,1.0,14865.701,969.0,4.9,2.98,4.0,0,1355.5928571428572,1339.0721428571428,1375.2773333333332,0.01677226160007672,0.010879153812805482,65.43967280163596,-12.762475304288046,-19.95045567657125,1354.158,1423.7614780135223,1284.5545219864775,139.20695602704473,0.6752211290020683,1355.81,4742760000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1352.07,5735300000.0,0.2978723404255319,1333.25,5303130000.0,0.2978723404255319
2008-02-01,1378.6,1396.02,1375.93,1395.42,1395.42,4650770000.0,0.2978723404255319,1.0,14865.701,969.0,4.9,2.98,4.0,0,1364.8514285714284,1344.0885714285716,1373.5526666666665,0.012237495919625863,0.01087901224577232,72.58054144428009,-8.642217917481275,-17.688808124753255,1353.1165,1419.3497424963396,1286.8832575036606,132.46648499267894,0.8193524762307839,1378.55,4970290000.0,0.2978723404255319,1362.3,4232960000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1330.61,4882250000.0,0.2978723404255319,1325.19,6004840000.0,0.2978723404255319
2008-02-02,1395.38,1395.38,1379.69,1380.82,1380.82,3495780000.0,0.2978723404255319,3.0,14865.701,969.0,4.9,2.98,4.0,0,1368.6885714285713,1349.1114285714286,1371.3413333333333,-0.010462799730547201,0.010814806148369611,72.62257109767076,-6.480281584028717,-15.447102816608348,1351.345,1412.140398544713,1290.549601455287,121.5907970894259,0.7424114382466137,1395.42,4650770000.0,0.2978723404255319,1355.81,4742760000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1310.5,6544690000.0,0.2978723404255319
2008-02-03,1395.38,1395.38,1379.69,1380.82,1380.82,3495780000.0,0.2978723404255319,3.0,14865.701,969.0,4.9,2.98,4.0,0,1372.5257142857142,1354.1342857142859,1370.3143333333333,0.0,0.010814806148369611,72.62257109767076,-4.712607458571483,-13.300203745000976,1349.5735,1404.1527222948964,1294.9942777051035,109.15844458979291,0.7862490402590597,1380.82,3495780000.0,0.2978723404255319,1378.55,4970290000.0,0.2978723404255319,1362.3,4232960000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1310.5,6544690000.0,0.2978723404255319
2008-02-04,1395.38,1395.38,1379.69,1380.82,1380.82,3495780000.0,0.2978723404255319,3.0,14865.701,969.0,4.9,2.98,4.0,0,1376.3628571428574,1359.1571428571428,1369.1356666666666,0.0,0.010814806148369611,72.62257109767076,-3.273972659896117,-11.294957527980005,1349.567,1404.1305174433376,1295.0034825566624,109.12703488667512,0.7863909940598602,1380.82,3495780000.0,0.2978723404255319,1395.42,4650770000.0,0.2978723404255319,1355.81,4742760000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319,1310.5,6544690000.0,0.2978723404255319
2008-02-05,1380.28,1380.28,1336.64,1336.64,1336.64,4315740000.0,0.2978723404255319,3.0,14865.701,969.0,4.9,2.98,4.0,1,1372.6971428571428,1361.0242857142857,1366.4843333333336,-0.03199548094610438,0.014448548726047773,56.5480961923848,-5.63385738845659,-10.162737500075322,1347.739,1401.4112015278117,1294.0667984721883,107.34440305562339,0.39660383136837896,1380.82,3495780000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1378.55,4970290000.0,0.2978723404255319,1362.3,4232960000.0,0.2978723404255319,1310.5,6544690000.0,0.2978723404255319
2008-02-06,1339.48,1351.96,1324.34,1326.45,1326.45,4008120000.0,0.2978723404255319,2.0,14865.701,969.0,4.9,2.98,4.0,1,1368.5028571428572,1360.1564285714285,1363.4933333333333,-0.007623593488149449,0.013415333735604083,46.65639275689365,-8.231443914952933,-9.776478783050845,1347.399,1401.5417512376205,1293.2562487623793,108.28550247524117,0.3065391994206269,1336.64,4315740000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1395.42,4650770000.0,0.2978723404255319,1355.81,4742760000.0,0.2978723404255319,1338.6,3241680000.0,0.2978723404255319
2008-02-07,1324.01,1347.16,1316.75,1336.91,1336.91,4589160000.0,0.2978723404255319,2.0,14865.701,969.0,4.9,2.98,4.0,1,1362.554285714286,1359.0735714285713,1361.7173333333333,0.00788570997776028,0.013294717559671935,45.75777927020376,-9.338368470869455,-9.688856720614567,1347.9850000000001,1401.3639623452216,1294.6060376547787,106.7579246904429,0.39626062859395866,1326.45,4008120000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1378.55,4970290000.0,0.2978723404255319,1352.07,5735300000.0,0.2978723404255319
2008-02-08,1336.88,1341.22,1321.06,1331.29,1331.29,3768490000.0,0.2978723404255319,2.0,14865.701,969.0,4.9,2.98,4.0,1,1353.392857142857,1359.122142857143,1359.1226666666666,-0.004203723511679969,0.012620589154310987,50.208793908130694,-10.547515989369685,-9.860588574365591,1349.0245,1400.0894252268226,1297.9595747731773,102.1298504536453,0.32635341262886347,1336.91,4589160000.0,0.2978723404255319,1336.64,4315740000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1395.42,4650770000.0,0.2978723404255319,1330.61,4882250000.0,0.2978723404255319
2008-02-09,1331.92,1341.4,1320.32,1339.13,1339.13,3593140000.0,0.2978723404255319,2.0,14865.701,969.0,4.9,2.98,4.0,1,1347.4371428571428,1358.062857142857,1356.4160000000002,0.005889024930706421,0.01173503978973109,44.96708070318338,-10.749241070936932,-10.03831907367986,1350.456,1398.4888976738578,1302.423102326142,96.06579534771572,0.382101637122717,1331.29,3768490000.0,0.2978723404255319,1326.45,4008120000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319
2008-02-10,1331.92,1341.4,1320.32,1339.13,1339.13,3593140000.0,0.2978723404255319,2.0,14865.701,969.0,4.9,2.98,4.0,1,1341.4814285714288,1357.0035714285714,1354.3529999999998,0.0,0.01173503978973109,44.96708070318338,-10.784789313521514,-10.18761312164819,1351.8875,1396.4905892840861,1307.284410715914,89.20617856817216,0.35698860544451483,1339.13,3593140000.0,0.2978723404255319,1336.91,4589160000.0,0.2978723404255319,1336.64,4315740000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319
2008-02-11,1331.92,1341.4,1320.32,1339.13,1339.13,3593140000.0,0.2978723404255319,2.0,14865.701,969.0,4.9,2.98,4.0,1,1335.5257142857142,1355.9442857142858,1351.782333333333,0.0,0.01173503978973109,44.96708070318338,-10.68973691881115,-10.288037881080783,1353.319,1393.9939988645544,1312.6440011354455,81.34999772910896,0.3255808187327989,1339.13,3593140000.0,0.2978723404255319,1331.29,3768490000.0,0.2978723404255319,1326.45,4008120000.0,0.2978723404255319,1380.82,3495780000.0,0.2978723404255319,1353.96,4100930000.0,0.2978723404255319
2008-02-12,1340.55,1362.1,1339.36,1348.86,1348.86,4044640000.0,0.2978723404255319,1.0,14865.701,969.0,4.9,2.98,4.0,1,1337.2714285714287,1354.984285714286,1349.5359999999998,0.00726591144997113,0.01178854089821012,45.48144163528778,-9.717262969464855,-10.173882898757597,1353.8319999999999,1393.980760536678,1313.6832394633218,80.29752107335617,0.4380802802684558,1339.13,3593140000.0,0.2978723404255319,1339.13,3593140000.0,0.2978723404255319,1336.91,4589160000.0,0.2978723404255319,1336.64,4315740000.0,0.2978723404255319,1362.3,4232960000.0,0.2978723404255319
2008-02-13,1353.12,1369.23,1350.78,1367.21,1367.21,3856420000.0,0.2978723404255319,1.0,14865.701,969.0,4.9,2.98,4.0,1,1343.0942857142857,1355.7985714285714,1347.901333333333,0.01360408048277817,0.012305396903120032,53.54963258189066,-7.380797476735324,-9.615265814353142,1354.589,1395.1665135551173,1314.0114864448826,81.15502711023464,0.6555171681830223,1348.86,4044640000.0,0.2978723404255319,1339.13,3593140000.0,0.2978723404255319,1331.29,3768490000.0,0.2978723404255319,1326.45,4008120000.0,0.2978723404255319,1355.81,4742760000.0,0.2978723404255319
